date,close,source
1971-02-05,0.8439854474347454,IXIC_scaled
1971-02-08,0.8510748942855271,IXIC_scaled
1971-02-09,0.8503997548647237,IXIC_scaled
1971-02-10,0.8498089676271586,IXIC_scaled
1971-02-11,0.8562232106661574,IXIC_scaled
1971-02-12,0.8612871748635494,IXIC_scaled
1971-02-16,0.8624687493386798,IXIC_scaled
1971-02-17,0.8586707761906357,IXIC_scaled
1971-02-18,0.8559700253344836,IXIC_scaled
1971-02-19,0.8498933198103967,IXIC_scaled
1971-02-22,0.8412846965785934,IXIC_scaled
1971-02-23,0.8416222984844848,IXIC_scaled
1971-02-24,0.8493869491470494,IXIC_scaled
1971-02-25,0.8543664967702238,IXIC_scaled
1971-02-26,0.8552948215227008,IXIC_scaled
1971-03-01,0.8590083780965271,IXIC_scaled
1971-03-02,0.8595147487598745,IXIC_scaled
1971-03-03,0.8614559436210054,IXIC_scaled
1971-03-04,0.8674482325708746,IXIC_scaled
1971-03-05,0.8693050108577878,IXIC_scaled
1971-03-08,0.8796860601932661,IXIC_scaled
1971-03-09,0.8812052365742878,IXIC_scaled
1971-03-10,0.8789264398072655,IXIC_scaled
1971-03-11,0.8799392455249399,IXIC_scaled
1971-03-12,0.8819647925693089,IXIC_scaled
1971-03-15,0.8872818777073952,IXIC_scaled
1971-03-16,0.8909110177070038,IXIC_scaled
1971-03-17,0.8904046470436564,IXIC_scaled
1971-03-18,0.8936117685631557,IXIC_scaled
1971-03-19,0.8926833794196992,IXIC_scaled
1971-03-22,0.8893074891427438,IXIC_scaled
1971-03-23,0.8871131089499392,IXIC_scaled
1971-03-24,0.8836527377077866,IXIC_scaled
1971-03-25,0.8828087651385478,IXIC_scaled
1971-03-26,0.8867755070440478,IXIC_scaled
1971-03-29,0.8878726649449603,IXIC_scaled
1971-03-30,0.8898982763803089,IXIC_scaled
1971-03-31,0.8943713889491564,IXIC_scaled
1971-04-01,0.897494093894438,IXIC_scaled
1971-04-02,0.9018828542800473,IXIC_scaled
1971-04-05,0.9044991885619815,IXIC_scaled
1971-04-06,0.9077907266556987,IXIC_scaled
1971-04-07,0.9120106538928724,IXIC_scaled
1971-04-08,0.9147114047490243,IXIC_scaled
1971-04-12,0.9188469798029599,IXIC_scaled
1971-04-13,0.9186781466545244,IXIC_scaled
1971-04-14,0.9206193415156554,IXIC_scaled
1971-04-15,0.9257676578962857,IXIC_scaled
1971-04-16,0.9280463902723285,IXIC_scaled
1971-04-19,0.9297343998017857,IXIC_scaled
1971-04-20,0.9244172502727199,IXIC_scaled
1971-04-21,0.9243328336985022,IXIC_scaled
1971-04-22,0.9282995756040021,IXIC_scaled
1971-04-23,0.9342075123706332,IXIC_scaled
1971-04-26,0.9379210045534799,IXIC_scaled
1971-04-27,0.9426473668449806,IXIC_scaled
1971-04-28,0.948386470463176,IXIC_scaled
1971-04-29,0.9491460264581971,IXIC_scaled
1971-04-30,0.9477956832256109,IXIC_scaled
1971-05-03,0.939777782840393,IXIC_scaled
1971-05-04,0.9433225062657838,IXIC_scaled
1971-05-05,0.9425629502707629,IXIC_scaled
1971-05-06,0.9373302173159147,IXIC_scaled
1971-05-07,0.9339543270389594,IXIC_scaled
1971-05-10,0.929649983227568,IXIC_scaled
1971-05-11,0.9311691596085897,IXIC_scaled
1971-05-12,0.9315067615144811,IXIC_scaled
1971-05-13,0.9330259378955028,IXIC_scaled
1971-05-14,0.9346294664597627,IXIC_scaled
1971-05-17,0.9212101287532205,IXIC_scaled
1971-05-18,0.9148802378974599,IXIC_scaled
1971-05-19,0.9142894506598948,IXIC_scaled
1971-05-20,0.9175809887536119,IXIC_scaled
1971-05-21,0.9186781466545244,IXIC_scaled
1971-05-24,0.9150490066549158,IXIC_scaled
1971-05-25,0.9072843559923512,IXIC_scaled
1971-05-26,0.907537541324025,IXIC_scaled
1971-05-27,0.9081283285615901,IXIC_scaled
1971-05-28,0.9136142468481119,IXIC_scaled
1971-06-01,0.9188469798029599,IXIC_scaled
1971-06-02,0.9246704356043935,IXIC_scaled
1971-06-03,0.9302407704651331,IXIC_scaled
1971-06-04,0.9339543270389594,IXIC_scaled
1971-06-07,0.9347982996081983,IXIC_scaled
1971-06-08,0.9285527609356758,IXIC_scaled
1971-06-09,0.9266116304655245,IXIC_scaled
1971-06-10,0.9288903628415673,IXIC_scaled
1971-06-11,0.9300719373166976,IXIC_scaled
1971-06-14,0.9247548521786113,IXIC_scaled
1971-06-15,0.922982490465916,IXIC_scaled
1971-06-16,0.9236576942776988,IXIC_scaled
1971-06-17,0.9236576942776988,IXIC_scaled
1971-06-18,0.9128546908530908,IXIC_scaled
1971-06-21,0.8988445015180039,IXIC_scaled
1971-06-22,0.8903202304694386,IXIC_scaled
1971-06-23,0.8945401577066123,IXIC_scaled
1971-06-24,0.8977473436170913,IXIC_scaled
1971-06-25,0.8993508721813512,IXIC_scaled
1971-06-28,0.8984224830378946,IXIC_scaled
1971-06-29,0.9049212070420908,IXIC_scaled
1971-06-30,0.9098163380910473,IXIC_scaled
1971-07-01,0.9154710251350251,IXIC_scaled
1971-07-02,0.9180029428427415,IXIC_scaled
1971-07-06,0.9218853325650034,IXIC_scaled
1971-07-07,0.9284684087524376,IXIC_scaled
1971-07-08,0.9319287156036108,IXIC_scaled
1971-07-09,0.9360642906575463,IXIC_scaled
1971-07-12,0.9388493936969364,IXIC_scaled
1971-07-13,0.9347982996081983,IXIC_scaled
1971-07-14,0.9312535117918278,IXIC_scaled
1971-07-15,0.9344606977023068,IXIC_scaled
1971-07-16,0.928215223420764,IXIC_scaled
1971-07-19,0.9230669070401336,IXIC_scaled
1971-07-20,0.9266116304655245,IXIC_scaled
