date,close,ret,ret_3,ret_6,ret_12,ret_22,temp,temp_ch_11,temp_ch_22,vol_22,vol_66,rate,yc_spread,credit_spread,yc_change_22,credit_change_22,port_unlevered,port_tqqq,port_cash,port_total,deployed_p,base_p,target_p,block_buy,block_sell,forced_derisk
2019-04-18,62.0,0.0,,,,,0.4468674077980981,,,,,2.39,0.19,2.12,,,0.0,1.0000948412698412,0.0,1.0000948412698412,1.0,1.0,1.0,0,0,0
2019-04-22,65.69999694824219,0.0596773701329385,,,,,0.4742392622954413,,,,,2.39,0.21,2.14,,,0.0,1.1787799728985109,0.0,1.1787799728985109,1.0,1.0,1.0,0,0,0
2019-04-23,69.0,0.05022835928527547,0.11290322580645151,,,,0.4982445297027531,,,,,2.39,0.21,2.14,,,0.0,1.3559858526551403,0.0,1.3559858526551403,1.0,1.0,1.0,0,0,0
2019-04-24,63.20000076293945,-0.08405795995739918,-0.03805169408565123,,,,0.4565326299343473,,,,,2.39,0.21,2.14,,,0.0,1.0137286417471962,0.0,1.0137286417471962,1.0,1.0,1.0,0,0,0
2019-04-25,65.0,0.028481000242583265,-0.05797101449275366,,,,0.4697095476683937,,,,,2.39,0.21,2.14,,,0.0,1.1000050228587652,0.0,1.1000050228587652,1.0,1.0,1.0,0,0,0
2019-04-26,66.22000122070312,0.018769249549278832,0.04778481679282831,0.06806453581779226,,,0.47870339475516493,,,,,2.39,0.23,2.13,,,0.0,1.1615851798339012,0.0,1.1615851798339012,1.0,1.0,1.0,0,0,0
2019-04-29,68.16999816894531,0.029447250261187552,0.04876920259915862,0.037595149702198016,,,0.4933492583294966,,,,,2.39,0.24,2.13,,,0.0,1.2638114357101158,0.0,1.2638114357101158,1.0,1.0,1.0,0,0,0
2019-04-30,72.47000122070312,0.06307764657850123,0.09438236008437273,0.05028987276381347,,,0.5246633856466162,,,,,2.39,0.24,2.14,,,0.0,1.5025022785262645,0.0,1.5025022785262645,1.0,1.0,1.0,0,0,0
2019-05-01,72.76000213623047,0.004001668423382121,0.06733173082841781,0.15126584268804333,,,0.5269585839596369,,,,,2.39,0.21,2.11,,,0.0,1.5200704915276688,0.0,1.5200704915276688,1.0,1.0,1.0,0,0,0
2019-05-02,75.5,0.03765802341016089,0.04181038675671034,0.16153846153846163,,,0.5470059160032842,,,,,2.39,0.2,2.12,,,0.0,1.6912768457952858,0.0,1.6912768457952858,1.0,1.0,1.0,0,0,0
2019-05-03,79.18000030517578,0.04874172589636805,0.08823526636138612,0.19571124804541418,,,0.5738810209980714,,,,,2.39,0.21,2.11,,,0.0,1.9379857334156427,0.0,1.9379857334156427,1.0,1.0,1.0,0,0,0
2019-05-06,78.23999786376953,-0.01187171555674782,0.036291362434033525,0.14771893744030606,0.2619354494156376,,0.567700226555415,0.2703997128649649,,,,2.39,0.2,2.14,,,0.0,1.8683872067383087,0.0,1.8683872067383087,1.0,1.0,1.0,0,0,0
2019-05-07,73.33000183105469,-0.06275557472872206,-0.0738822739526902,0.01186698766200478,0.11613402187557709,,0.5322715147629579,0.12236914376643004,,,,2.39,0.17,2.17,,,0.0,1.5161639392250854,0.0,1.5161639392250854,1.0,1.0,1.0,0,0,0
2019-05-08,77.68000030517578,0.05932085593210634,-0.007157433204034724,0.0676195440419789,0.1257971058721128,,0.5640557608805306,0.13208620918937064,,,,2.39,0.19,2.17,,,0.0,1.7854330993033332,0.0,1.7854330993033332,1.0,1.0,1.0,0,0,0
2019-05-09,75.20999908447266,-0.03179713196446199,0.02563749088332634,-0.003841071728838963,0.19003161671757263,,0.5463232652884471,0.19667955687419836,,,,2.39,0.19,2.21,,,0.0,1.614619616064615,0.0,1.614619616064615,1.0,1.0,1.0,0,0,0
2019-05-10,79.62999725341797,0.058768757116736126,0.025102947226845806,0.005683214782872037,0.22507688082181487,,0.5786448660499152,0.23192059629673056,,,,2.39,0.21,2.2,,,0.0,1.898700940060434,0.0,1.898700940060434,1.0,1.0,1.0,0,0,0
2019-05-13,72.54000091552734,-0.08903675225966812,-0.03550057441094345,-0.07285272372025042,0.09543943790880394,,0.5277118355313921,0.10237746653393343,,,,2.39,0.22,2.25,,,0.0,1.3911089276299544,0.0,1.3911089276299544,1.0,1.0,1.0,0,0,0
2019-05-14,73.13999938964844,0.008271277454487302,-0.08150192248676691,-0.002591060093575348,0.07290599023321076,,0.5322743297830115,0.07889962495396663,,,,2.39,0.22,2.24,,,0.0,1.4251876324833619,0.0,1.4251876324833619,1.0,1.0,1.0,0,0,0
2019-05-15,79.76000213623047,0.09051138640724354,0.09953130865149551,0.026776542519092894,0.10059335991075913,,0.5806668295894014,0.10674166613278024,,,,2.39,0.21,2.26,,,0.0,1.8116154062452132,0.0,1.8116154062452132,1.0,1.0,1.0,0,0,0
2019-05-16,83.4000015258789,0.04563690185754132,0.14027894752324221,0.10889512752430153,0.14623418193043602,,0.6073922005936158,0.15263745402834128,,,,2.39,0.2,2.24,,,0.0,2.05900921302809,0.0,2.05900921302809,1.0,1.0,1.0,0,0,0
2019-05-17,89.9800033569336,0.07889690300560637,0.12813441508247858,0.12997622077742021,0.19178812393289535,,0.6555569844902424,0.1984458765639867,,,,2.39,0.19,2.24,,,0.0,2.545571596520316,0.0,2.545571596520316,1.0,1.0,1.0,0,0,0
2019-05-20,84.66999816894531,-0.05901316948082891,0.01522777721619506,0.16721804659946615,0.06933566358436427,0.3656451317571825,0.6175581657501572,0.07610836245485908,0.3819718220067192,0.052401491226839965,,2.39,0.2,2.24,,,0.0,2.0942582322185292,0.0,2.0942582322185292,1.0,1.0,1.0,0,0,0
2019-05-21,85.44000244140625,0.009094180809175345,-0.05045566510503474,0.16817067479356096,0.09202460089752651,0.3004567185705509,0.623405833416245,0.09812503898198188,0.3145386368872092,0.052308448743940895,,2.39,0.17,2.23,-0.01999999999999999,0.10999999999999988,0.0,2.150730864736056,0.0,2.150730864736056,1.0,1.0,1.0,0,0,0
2019-05-22,82.43000030517578,-0.03522942474509749,-0.026455626694357304,0.033475402425202416,0.1240965259360911,0.1946376855822578,0.6016670145457349,0.13037612920857078,0.2075737487869309,0.052448342915394214,,2.39,0.16,2.26,-0.04999999999999999,0.11999999999999966,0.0,1.9228301410388224,0.0,1.9228301410388224,1.0,1.0,1.0,0,0,0
2019-05-23,78.76000213623047,-0.04452260287951104,-0.07818352193700895,-0.05563548327044876,0.013903216102108207,0.2462025504027432,0.5750927755114054,0.01956724032681678,0.25969698068264657,0.05302005895116316,,2.39,0.19,2.28,-0.01999999999999999,0.13999999999999968,0.0,1.6654876991383256,0.0,1.6654876991383256,1.0,1.0,1.0,0,0,0
2019-05-24,76.25,-0.03186899527870679,-0.07497270753725493,-0.15258949594021776,0.013827960752389679,0.17307692307692313,0.5569719604920572,0.019491564573930198,0.18577951684573635,0.0498040372286995,,2.39,0.16,2.31,-0.04999999999999999,0.16999999999999993,0.0,1.5057905145709363,0.0,1.5057905145709363,1.0,1.0,1.0,0,0,0
