date,close,ret,ret_3,ret_6,ret_12,ret_22,temp,temp_ch_11,temp_ch_22,vol_22,vol_66,rate,yc_spread,credit_spread,yc_change_22,credit_change_22,port_unlevered,port_tqqq,port_cash,port_total,deployed_p,base_p,target_p,block_buy,block_sell,forced_derisk
2020-09-18,98.9000015258789,0.0,,,,,0.28240890446866135,,,,,0.09,0.56,2.66,,,0.15000053571428562,0.8500030357142857,0.0,1.0000035714285713,0.9000000000000001,0.9,0.9,0,0,0
2020-09-21,98.5999984741211,-0.003033397847615915,,,,,0.28293743732569426,,,,,0.09,0.54,2.66,,,0.14954552441210867,0.842227497170677,0.0,0.9917730215827857,0.8994759747390274,0.9,0.9,0,0,0
2020-09-22,98.80000305175781,0.002028444023649989,-0.001011106901701364,,,,0.28397554298956507,,,,,0.09,0.55,2.66,,,0.149848869137366,0.8473121411868021,0.0,0.9971610103241682,0.8998163335135807,0.9,0.9,0,0,0
2020-09-23,98.5,-0.003036468041409335,-0.0010141833232111264,,,,0.28357679144445264,,,,,0.09,0.54,2.68,,,0.14939385783518905,0.8395534141671196,0.0,0.9889472720023087,0.8992909854316005,0.9,0.9,0,0,0
2020-09-24,97.69999694824219,-0.008121858393480341,-0.011133664671441057,,,,0.28173414004118863,,,,,0.09,0.53,2.7,,,0.1481805020769959,0.8190579758517526,0.0,0.9672384779287484,0.8978669649327773,0.9,0.9,0,0,0
2020-09-25,98.0999984741211,0.004094181559604504,-0.004060929196740171,-0.00808900949863467,,,0.283350772429888,,,,,0.09,0.54,2.74,,,0.14878717995609247,0.8290783755289299,0.0,0.9778655554850224,0.8985633017262147,0.9,0.9,0,0,0
2020-09-28,98.30000305175781,0.002038782678365436,0.00614131138441576,-0.003042549969633268,,,0.28532534509999363,,,,,0.09,0.53,2.76,,,0.14909052468134978,0.8341093499104457,0.0,0.9831998745917955,0.898907957893947,0.9,0.9,0,0,0
2020-09-29,97.80000305175781,-0.005086469831915852,-0.003058057360137645,-0.010121457177244553,,,0.2843388230630369,,,,,0.09,0.55,2.74,,,0.1483321802253336,0.8213419878772127,0.0,0.9696741681025463,0.8980192281045023,0.9,0.9,0,0,0
2020-09-30,97.80000305175781,0.0,-0.005086469831915852,-0.007106568002458791,,,0.28480436074835447,,,,,0.09,0.56,2.75,,,0.1483321802253336,0.8213026438632465,0.0,0.96963482408858,0.8980150901209912,0.9,0.9,0,0,0
2020-10-01,97.5999984741211,-0.002045036517339116,-0.002045036517339116,-0.001023525867396624,,,0.28468727172337227,,,,,0.09,0.54,2.75,,,0.14802883550007626,0.8162247614067524,0.0,0.9642535969068287,0.8976556679177006,0.9,0.9,0,0,0
2020-10-02,97.4000015258789,-0.0020491490918949085,-0.004089995024511572,-0.007135544945261585,,,0.28456905812160055,,,,,0.09,0.57,2.76,,,0.14772550234623702,0.8111682041912259,0.0,0.958893706537463,0.8972944888892364,0.9,0.9,0,0,0
2020-10-05,97.0999984741211,-0.003080113419485997,-0.005122950899764334,-0.01220757416462015,-0.018200232800671956,,0.2850882745316625,0.009487555174799711,,,,0.09,0.64,2.74,,,0.14727049104406006,0.8036342363582283,0.0,0.9509047274022884,0.8967506159834551,0.9,0.9,0,0,0
2020-10-06,96.80000305175781,-0.0030895512572354233,-0.006160148508433827,-0.010224948556195601,-0.018255531949482928,,0.2846728023362245,0.006133387744417185,,,,0.09,0.62,2.7,,,0.1468154913133012,0.796147489891036,0.0,0.9429629812043372,0.8962027182828952,0.9,0.9,0,0,0
2020-10-07,97.0999984741211,0.0030991261663790848,0.0,-0.007157510795436917,-0.017206523533669804,,0.2860225682189821,0.0072084560799385855,,,,0.09,0.65,2.69,,,0.14727049104406006,0.803511082725864,0.0,0.9507815737699241,0.8967372422107278,0.9,0.9,0,0,0
2020-10-08,97.16999816894531,0.0007209031506099084,0.0038222634868065875,-0.0044057409005984205,-0.013502556660453635,,0.28669739480492806,0.011004438496465152,,,,0.09,0.65,2.68,,,0.1473766588050456,0.805210270620714,0.0,0.9525869294257596,0.8968586458253649,0.9,0.9,0,0,0
2020-10-09,97.5,0.0033961288182895455,0.004119480248864438,0.001026678362982647,-0.002047051734793137,,0.2881420495196526,0.022744526018490863,,,,0.09,0.63,2.67,,,0.14787716892315664,0.8133750997855382,0.0,0.9612522687086948,0.8974413039206254,0.9,0.9,0,0,0
2020-10-12,97.30000305175781,-0.0020512507512019384,0.0013379117552978492,0.002059779410707341,-0.008154897398640837,,0.2889657022318591,0.019816179620122387,,,,0.09,0.63,2.67,,,0.1475738357693174,0.8083310683138404,0.0,0.9559049040831578,0.8970791375174426,0.9,0.9,0,0,0
2020-10-13,97.0,-0.0030832789552763806,-0.00512820512820511,0.002066084110919464,-0.013224852608329285,,0.28854639473115135,0.01128904139248088,,,,0.09,0.58,2.65,,,0.14711882446714045,0.8008157751956307,0.0,0.9479345996627712,0.8965337731671376,0.9,0.9,0,0,0
2020-10-14,96.80000305175781,-0.0020618242086823946,-0.005138745984766602,-0.0030895512572354233,-0.010224948556195601,,0.28842291531902725,0.014363470355523322,,,,0.09,0.59,2.64,,,0.1468154913133012,0.795824227654038,0.0,0.9426397189673392,0.8961671227729598,0.9,0.9,0,0,0
2020-10-15,96.80000305175781,0.0,-0.0020618242086823946,-0.003807709418129246,-0.010224948556195601,,0.28889513974108727,0.014363470355523544,,,,0.09,0.6,2.65,,,0.1468154913133012,0.7957861059946202,0.0,0.9426015973079214,0.8961629234573705,0.9,0.9,0,0,0
2020-10-16,96.80000305175781,0.0,0.0,-0.0071794558794070484,-0.008196674537606752,,0.28936813731913774,0.016442131632473656,,,,0.09,0.62,2.64,,,0.1468154913133012,0.7957479861613103,0.0,0.9425634774746114,0.896158724003282,0.9,0.9,0,0,0
2020-10-19,96.80000305175781,0.0,0.0,-0.005138745984766602,-0.006160148508433827,-0.02123355350577616,0.29079178165820246,0.021867182530937113,0.02968347334979793,0.0029405915656617065,,0.09,0.62,2.61,,,0.1468154913133012,0.7957098681540208,0.0,0.942525359467322,0.8961545244106922,0.9,0.9,0,0,0
