date,close,ret,ret_3,ret_6,ret_12,ret_22,temp,temp_ch_11,temp_ch_22,vol_22,vol_66,rate,yc_spread,credit_spread,yc_change_22,credit_change_22,port_tqqq,port_cash,port_total,deployed_p,base_p,target_p,block_buy,block_sell,forced_derisk
2020-09-30,9.5,0.0,,,,,1.0487452166775493,,,,,0.09,0.56,2.75,,,0.7415083882217265,0.25849518320684484,1.0000035714285713,0.7415057399869409,0.7415057399869409,0.7415057399869409,0,0,0
2020-10-01,9.460000038146973,-0.004210522300318709,,,,,1.0435194402292278,,,,,0.09,0.54,2.75,,,0.7321069042630958,0.2584961064039277,0.9906030106670234,0.7390517658230525,0.7477766717249267,0.7477766717249267,0,0,0
2020-10-02,9.199999809265137,-0.027484167847082297,-0.03157896744577504,,,,1.0140520389435508,,,,,0.09,0.57,2.76,,,0.6717106792467696,0.25849702960430765,0.9302077088510773,0.7221082698577248,0.7831375532677392,0.7831375532677392,0,0,0
2020-10-05,9.029999732971191,-0.01847826954547782,-0.04545457753084847,,,,0.9929999269641011,,,,,0.09,0.64,2.74,,,0.6344441336153459,0.25849795280798477,0.8929420864233306,0.7105098340213806,0.8140001460717978,0.8140001460717978,0,0,0
2020-10-06,9.899999618530273,0.09634550512581486,0.0760869373671269,,,,1.0878266026327232,,,,,0.09,0.62,2.7,,,0.8177824798145832,0.2584988760149591,1.0762813558295423,0.7598222113438716,0.6946080768407321,0.6946080768407321,0,0,0
2020-10-07,10.0,0.010101049022522401,0.10741974481871264,0.05263157894736836,,,1.0979625207832984,,,,,0.09,0.65,2.69,,,0.8425235019831496,0.25849979922523053,1.10102330120838,0.7652185935197509,0.682444975060042,0.682444975060042,0,0,0
2020-10-08,10.0,0.0,0.010101049022522401,0.05708244816865804,,,1.0971109101385956,,,,,0.09,0.65,2.68,,,0.8424831433299721,0.2585007224387992,1.1009838657687712,0.7652093454990834,0.6834669078336852,0.6834669078336852,0,0,0
2020-10-09,9.949999809265137,-0.00500001907348635,-0.00500001907348635,0.08152174082054753,,,1.0907786393174521,,,,,0.09,0.63,2.67,,,0.8298060966059454,0.258501645655665,1.0883077422616103,0.7624737603001215,0.6910656328190575,0.6910656328190575,0,0,0
2020-10-12,9.890000343322754,-0.0060300971952294,-0.010999965667724654,0.09523816564594645,,,1.0816802835745405,,,,,0.09,0.63,2.67,,,0.8147556319755008,0.25850256887582806,1.073258200851329,0.7591422374683194,0.7019836597105514,0.7019836597105514,0,0,0
2020-10-13,9.470000267028809,-0.042467144763802644,-0.048241160948502504,-0.04343427960306334,,,1.0349410578573293,,,,,0.09,0.58,2.65,,,0.7109205396398098,0.2585034920992883,0.9694240317390981,0.733343218616578,0.7580707305712049,0.7580707305712049,0,0,0
2020-10-14,9.34000015258789,-0.013727572415550227,-0.05561174637432609,-0.06599998474121094,,,1.019942119642398,,,,,0.09,0.59,2.64,,,0.6816102479380435,0.2585044153260458,0.9401146632640893,0.7250288444299811,0.7760694564291226,0.7760694564291226,0,0,0
2020-10-15,9.90999984741211,0.06102780358802096,0.04646246757935413,-0.009000015258789018,0.043157878674958905,,1.081347572325582,0.031087012488426824,,,,0.09,0.6,2.65,,,0.8063631485959352,0.2585053385561005,1.0648684871520357,0.7572420053038975,0.7023829132093016,0.7023829132093016,0,0,0
2020-10-16,9.710000038146973,-0.020181615776448725,0.039614548127878235,-0.024120580474251252,0.02642706120421634,,1.0587024342751332,0.01454979510738208,,,,0.09,0.62,2.64,,,0.75750572701152,0.2585062617894524,1.0160119888009724,0.7455677052644587,0.7295570788698402,0.7295570788698402,0,0,0
2020-10-19,9.569999694824219,-0.014418160944669856,-0.034308794936730336,-0.03235597951364921,0.040217379698906264,,1.041011815469247,0.02658618639905619,,,,0.09,0.62,2.61,,,0.7247054919608963,0.25850718502610165,0.983212676986998,0.7370790765042992,0.7507858214369038,0.7507858214369038,0,0,0
2020-10-20,9.270000457763672,-0.03134788366010055,-0.04531406577288433,-0.021119303445160997,0.026578154140599386,,1.007596171589749,0.014699139676951356,,,,0.09,0.67,2.64,,,0.6565200914074787,0.25850810826604814,0.9150281996735268,0.7174861841872401,0.7908845940923013,0.7908845940923013,0,0,0
2020-10-21,9.199999809265137,-0.007551310144748635,-0.03866247621295016,-0.014989329875327972,-0.070707054165428,,0.9992118819370489,-0.08146033612453663,,,,0.09,0.69,2.63,,,0.641616594667244,0.25850903150929194,0.9001256261765359,0.7128078303832311,0.8015762361259022,0.8015762361259022,0,0,0
2020-10-22,9.680000305175781,0.05217396802848251,0.044228676069668627,-0.023208834084532337,-0.0319999694824219,,1.0505292781447264,-0.043201149165576824,,,,0.09,0.71,2.61,,,0.7420081003012952,0.258509954755833,1.0005180550571282,0.7416238982902987,0.7393648662263284,0.7393648662263284,0,0,0
2020-10-23,9.489999771118164,-0.019628153725989694,0.03152173563753502,-0.022657081994285178,-0.051000022888183616,,1.0291105013073503,-0.06198134409460487,,,,0.09,0.67,2.6,,,0.6982819023467469,0.2585108780056714,0.9567927803524183,0.7298151874531773,0.7650673984311798,0.7650673984311798,0,0,0
2020-10-26,9.949999809265137,0.04847208105809808,0.027892509873681526,0.03970743224228479,0.0,,1.0764848822912165,-0.013104177613140422,,,,0.09,0.65,2.6,,,0.7997851200328067,0.25851180125880713,1.0582969212916138,0.7557284765193282,0.7082181412505402,0.7082181412505402,0,0,0
2020-10-27,10.949999809265137,0.1005025144893803,0.15384616157635023,0.18122969455675242,0.10717891093482557,,1.1837554530138845,0.0943672275342069,,,,0.09,0.63,2.6,,,1.0408765043073032,0.25851272451524016,1.2993892288225433,0.8010505868595706,0.5794934563833386,0.5794934563833386,0,0,0
2020-10-28,10.850000381469727,-0.009132367994271307,0.09045232054844221,0.17934789200135715,0.14572334482878424,,1.172035193463998,0.13246564581223508,,,,0.09,0.63,2.62,,,1.0123110083296314,0.25851364777497055,1.270824656104602,0.796578035739895,0.5935577678432024,0.5935577678432024,0,0,0
2020-10-29,10.75,-0.009216624696208542,-0.0182648230820891,0.11053715507137984,0.15096357862707666,0.13157894736842102,1.1603322999569725,0.1376452424219885,0.1064005646985775,0.039502808180010736,,0.09,0.69,2.61,,,0.9842735853709378,0.2585145710379983,1.242788156408936,0.791988224457351,0.6076012400516331,0.6076012400516331,0,0,0
2020-10-30,10.130000114440918,-0.057674407958984375,-0.06635946928245895,0.06743944770900079,0.02219982547086108,0.07082453209219919,1.0925627413026673,0.010371474689646165,0.04699797548828233,0.041791871544691064,,0.09,0.74,2.61,0.17999999999999994,-0.14000000000000012,0.813932405506043,0.2585154943043234,1.0724478998103664,0.7589482021923536,0.6889247104367993,0.6889247104367993,0,1,0
2020-11-02,10.539999961853027,0.04047382455876081,-0.019534887269485823,0.059296498884201077,0.08547887955152356,0.14565219351835235,1.1341398225950723,0.07125457151856751,0.11842368935684022,0.0424679205672213,,0.09,0.71,2.6,0.16999999999999993,-0.1499999999999999,0.9127175544646584,0.2585164175739459,1.1712339720386042,0.7792785867336292,0.6390322128859133,0.6390322128859133,0,1,0
2020-11-03,10.5,-0.003795062808140126,0.03652516104433445,-0.04109587370808698,0.09717871837328862,0.16279073205964822,1.128959358362392,0.0844827518633895,0.1369178664634545,0.041881091640053894,,0.09,0.73,2.58,0.16000000000000003,-0.17999999999999972,0.9022828698053459,0.2585173408468658,1.1608002106522117,0.7772938542958963,0.6452487699651296,0.6452487699651296,0,1,0
