date,close,ret,ret_3,ret_6,ret_12,ret_22,temp,temp_ch_11,temp_ch_22,vol_22,vol_66,rate,yc_spread,credit_spread,yc_change_22,credit_change_22,port_unlevered,port_tqqq,port_cash,port_total,deployed_p,base_p,target_p,block_buy,block_sell,forced_derisk
1981-09-22,0.016851535066962242,0.0,,,,,0.06537311433016565,,,,,15.08,-1.01,2.34,,,0.0,0.0,1.0005984126984127,1.0005984126984127,0.0,1.0,0.0,0,0,0
1981-09-23,0.016851535066962242,0.0,,,,,0.0653423076393903,,,,,15.08,-0.88,2.34,,,0.0,0.0,1.001197183494583,1.001197183494583,0.0,1.0,0.0,0,0,0
1981-09-24,0.016851535066962242,0.0,0.0,,,,0.06531151546608452,,,,,15.08,-0.86,2.34,,,0.0,0.0,1.001796312602801,1.001796312602801,0.0,1.0,0.0,0,0,0
1981-09-25,0.016851535066962242,0.0,0.0,,,,0.06528073780340699,,,,,15.08,-0.85,2.34,,,0.0,0.0,1.0023958002374855,1.0023958002374855,0.0,1.0,0.0,0,0,0
1981-09-28,0.016851535066962242,0.0,0.0,,,,0.06518849181077975,,,,,15.08,-0.92,2.34,,,0.0,0.0,1.002995646613183,1.002995646613183,0.0,1.0,0.0,0,0,0
1981-09-29,0.016851535066962242,0.0,0.0,0.0,,,0.06515777212226707,,,,,15.08,-0.83,2.34,,,0.0,0.0,1.0035958519445691,1.0035958519445691,0.0,1.0,0.0,0,0,0
1981-09-30,0.016851535066962242,0.0,0.0,0.0,,,0.06512706691022467,,,,,15.08,-0.85,2.34,,,0.0,0.0,1.004196416446447,1.004196416446447,0.0,1.0,0.0,0,0,0
1981-10-01,0.016851535066962242,0.0,0.0,0.0,,,0.06509637616783055,,,,,15.08,-0.82,2.34,,,0.0,0.0,1.004797340333749,1.004797340333749,0.0,1.0,0.0,0,0,0
1981-10-02,0.016851535066962242,0.0,0.0,0.0,,,0.06506569988826598,,,,,15.08,-0.93,2.34,,,0.0,0.0,1.0053986238215358,1.0053986238215358,0.0,1.0,0.0,0,0,0
1981-10-05,0.016851535066962242,0.0,0.0,0.0,,,0.06497375775841055,,,,,15.08,-0.68,2.34,,,0.0,0.0,1.0060002671249972,1.0060002671249972,0.0,1.0,0.0,0,0,0
1981-10-06,0.016851535066962242,0.0,0.0,0.0,,,0.06494313926204114,,,,,15.08,-0.71,2.34,,,0.0,0.0,1.0066022704594513,1.0066022704594513,0.0,1.0,0.0,0,0,0
1981-10-07,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06491253519445578,-0.007045390760852088,,,,15.08,-0.69,2.34,,,0.0,0.0,1.0072046340403453,1.0072046340403453,0.0,1.0,0.0,0,0,0
1981-10-08,0.016851535066962242,0.0,0.0,0.0,0.0,,0.064881945548855,-0.007045390760851977,,,,15.08,-0.79,2.34,,,0.0,0.0,1.0078073580832552,1.0078073580832552,0.0,1.0,0.0,0,0,0
1981-10-09,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06485137031844253,-0.007045390760851977,,,,15.08,-0.47,2.34,,,0.0,0.0,1.0084104428038858,1.0084104428038858,0.0,1.0,0.0,0,0,0
1981-10-12,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06475973105042017,-0.007981018145901353,,,,15.08,-0.47,2.34,,,0.0,0.0,1.0090138884180715,1.0090138884180715,0.0,1.0,0.0,0,0,0
1981-10-13,0.016851535066962242,0.0,0.0,0.0,0.0,,0.0647292134128622,-0.007045390760852199,,,,15.08,-0.42,2.34,,,0.0,0.0,1.0096176951417757,1.0096176951417757,0.0,1.0,0.0,0,0,0
1981-10-14,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06469871015655916,-0.007045390760851866,,,,15.08,-0.48,2.34,,,0.0,0.0,1.0102218631910906,1.0102218631910906,0.0,1.0,0.0,0,0,0
1981-10-15,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06466822127473396,-0.007045390760852421,,,,15.08,-0.43,2.34,,,0.0,0.0,1.0108263927822383,1.0108263927822383,0.0,1.0,0.0,0,0,0
1981-10-16,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06463774676061275,-0.00704539076085231,,,,15.08,-0.52,2.34,,,0.0,0.0,1.0114312841315698,1.0114312841315698,0.0,1.0,0.0,0,0,0
1981-10-19,0.016851535066962242,0.0,0.0,0.0,0.0,,0.06454640935678198,-0.00798101814590102,,,,15.08,-0.53,2.34,,,0.0,0.0,1.012036537455566,1.012036537455566,0.0,1.0,0.0,0,0,0
1981-10-20,0.02240052819252014,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.3292871007601441,,0.08576027628508555,0.31992175370192877,,,,15.08,-0.39,2.34,,,0.0,0.0,1.012642152970837,1.012642152970837,0.0,1.0,0.0,0,0,0
1981-10-21,0.02240052819252014,0.0,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.08571986226566192,0.31992175370192877,0.3112403033567501,0.0702042457687248,,15.08,-0.21,2.34,,,0.0,0.0,1.0132481308941226,1.0132481308941226,0.0,1.0,0.0,0,0,0
1981-10-22,0.02240052819252014,0.0,0.0,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.08567946729110423,0.31992175370192855,0.3112403033567501,0.0702042457687248,,15.08,-0.18,2.34,0.8300000000000001,0.0,0.0,0.0,1.0138544714422926,1.0138544714422926,0.0,1.0,0.0,0,0,0
1981-10-23,0.02240052819252014,0.0,0.0,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.08563909135243773,0.31992175370192855,0.3112403033567499,0.0702042457687248,,15.08,-0.11,2.34,0.77,0.0,0.0,0.0,1.014461174832346,1.014461174832346,0.0,1.0,0.0,0,0,0
1981-10-26,0.02240052819252014,0.0,0.0,0.3292871007601441,0.3292871007601441,0.3292871007601441,0.0855180776621009,0.3186780362878645,0.31000476617832784,0.0702042457687248,,15.08,0.04,2.34,0.9,0.0,0.0,0.0,1.0150682412814123,1.0150682412814123,0.0,1.0,0.0,0,0,0
1981-10-27,0.02240052819252014,0.0,0.0,0.0,0.3292871007601441,0.3292871007601441,0.08547777777733585,0.319921753701929,0.3112403033567499,0.0702042457687248,,15.08,-0.02,2.34,0.83,0.0,0.0,0.0,1.0156756710067505,1.0156756710067505,0.0,1.0,0.0,0,0,0
1981-10-28,0.02240052819252014,0.0,0.0,0.0,0.3292871007601441,0.3292871007601441,0.08543749688365147,0.31992175370192877,0.3112403033567501,0.0702042457687248,,15.08,0.02,2.34,0.9400000000000001,0.0,0.0,0.0,1.0162834642257497,1.0162834642257497,0.0,1.0,0.0,0,0,0
1981-10-29,0.02240052819252014,0.0,0.0,0.0,0.3292871007601441,0.3292871007601441,0.08539723497209835,0.31992175370192855,0.3112403033567499,0.0702042457687248,,15.08,-0.01,2.34,0.82,0.0,0.0,0.0,1.0168916211559291,1.0168916211559291,0.0,1.0,0.0,0,0,0
1981-10-30,0.02240052819252014,0.0,0.0,0.0,0.3292871007601441,0.3292871007601441,0.08535699203373125,0.3199217537019292,0.3112403033567501,0.0702042457687248,,15.08,0.04,2.34,0.89,0.0,0.0,0.0,1.0175001420149383,1.0175001420149383,0.0,1.0,0.0,0,0,0
1981-11-02,0.02815462276339531,0.25687316483887823,0.25687316483887823,0.25687316483887823,0.6707452853118994,0.6707452853118994,0.10713131487961872,0.6574110368726465,0.6465098364205699,0.08695821916776306,,15.08,0.13,2.34,0.95,0.0,0.0,0.0,1.0181090270205568,1.0181090270205568,0.0,1.0,0.0,0,0,0
1981-11-03,0.02815462276339531,0.0,0.25687316483887823,0.25687316483887823,0.6707452853118994,0.6707452853118994,0.10708082988554021,0.6589742319150258,0.6480627499442897,0.08695821916776306,,15.08,0.13,2.34,1.06,0.0,0.0,0.0,1.0187182763906946,1.0187182763906946,0.0,1.0,0.0,0,0,0
1981-11-04,0.02815462276339531,0.0,0.0,0.25687316483887823,0.25687316483887823,0.6707452853118994,0.10703036868221448,0.24801800225575987,0.6480627499442897,0.08695821916776306,,15.08,0.07,2.34,0.75,0.0,0.0,0.0,1.0193278903433918,1.0193278903433918,0.0,1.0,0.0,0,0,0
1981-11-05,0.02815462276339531,0.0,0.0,0.25687316483887823,0.25687316483887823,0.6707452853118994,0.10697993125843026,0.24801800225575965,0.6480627499442895,0.08695821916776306,,15.08,-0.01,2.34,0.7,0.0,0.0,0.0,1.0199378690968195,1.0199378690968195,0.0,1.0,0.0,0,0,0
1981-11-06,0.02815462276339531,0.0,0.0,0.25687316483887823,0.25687316483887823,0.6707452853118994,0.10692951760298162,0.24801800225575987,0.6480627499442895,0.08695821916776306,,15.08,0.08,2.34,0.7699999999999999,0.0,0.0,0.0,1.0205482128692789,1.0205482128692789,0.0,1.0,0.0,0,0,0
1981-11-09,0.02240052819252014,-0.20437477068086463,-0.20437477068086463,-0.20437477068086463,0.0,0.3292871007601441,0.08495560421035543,-0.007981018145901242,0.3100047661783274,0.09989456404160628,,15.08,0.22,2.34,1.01,0.0,0.0,0.0,1.021158921879202,1.021158921879202,0.0,1.0,0.0,0,0,0
1981-11-10,0.02240052819252014,0.0,-0.20437477068086463,-0.20437477068086463,0.0,0.3292871007601441,0.08491556938785452,-0.007045390760851866,0.31124030335675057,0.09989456404160628,,15.08,0.18,2.34,0.6499999999999999,0.0,0.0,0.0,1.021769996345152,1.021769996345152,0.0,1.0,0.0,0,0,0
1981-11-11,0.02240052819252014,0.0,0.0,-0.20437477068086463,0.0,0.3292871007601441,0.08487555343152525,-0.007045390760851977,0.3112403033567501,0.09989456404160628,,15.08,0.18,2.34,0.6499999999999999,0.0,0.0,0.0,1.0223814364858221,1.0223814364858221,0.0,1.0,0.0,0,0,0
