date,close,ret,ret_3,ret_6,ret_12,ret_22,temp,temp_ch_11,temp_ch_22,vol_22,vol_66,rate,yc_spread,credit_spread,yc_change_22,credit_change_22,port_tqqq,port_cash,port_total,deployed_p,base_p,target_p,block_buy,block_sell,forced_derisk
2020-04-10,0.9510539770126344,0.0,,,,,0.16610512601639818,,,,,0.05,0.51,3.41,,,1.000001984126984,0.0,1.000001984126984,1.0,1.0,1.0,0,0,0
2020-04-11,0.7768189907073975,-0.1832019953825631,,,,,0.13540903998253392,,,,,0.05,0.51,3.41,,,0.45037537515526815,0.0,0.45037537515526815,1.0,1.0,1.0,0,0,0
2020-04-12,0.8825070261955261,0.13605233233534308,-0.0720747218075064,,,,0.15353095544746184,,,,,0.05,0.51,3.41,,,0.6341717324013534,0.0,0.6341717324013534,1.0,1.0,1.0,0,0,0
2020-04-13,0.7778319716453552,-0.11861101548553488,0.001304011552337725,,,,0.13505588930730034,,,,,0.05,0.51,3.41,,,0.4084947568694799,0.0,0.4084947568694799,1.0,1.0,1.0,0,0,0
2020-04-14,0.6619250178337097,-0.14901284343772403,-0.2499492942427235,,,,0.11470609325055778,,,,,0.05,0.53,3.36,,,0.22587206526914597,0.0,0.22587206526914597,1.0,1.0,1.0,0,0,0
2020-04-15,0.646651029586792,-0.023075103426223542,-0.16864946008978643,-0.3200690547365205,,,0.11184011937787093,,,,,0.05,0.43,3.33,,,0.21022688413492002,0.0,0.21022688413492002,1.0,1.0,1.0,0,0,0
2020-04-16,0.6908159852027893,0.0682979746343535,0.04364688837964059,-0.11071177009497535,,,0.11924494645416074,,,,,0.05,0.41,3.28,,,0.2532901103928894,0.0,0.2532901103928894,1.0,1.0,1.0,0,0,0
2020-04-17,0.6607279777526855,-0.04355430113747505,0.021769002942574334,-0.2513057027986809,,,0.11382830196151561,,,,,0.05,0.45,3.27,,,0.22018493995955296,0.0,0.22018493995955296,1.0,1.0,1.0,0,0,0
2020-04-18,0.6810960173606873,0.030826664366898626,-0.014070270593476097,-0.1243661328037744,,,0.11710780937377517,,,,,0.05,0.45,3.27,,,0.2405372098262646,0.0,0.2405372098262646,1.0,1.0,1.0,0,0,0
2020-04-19,0.6069689989089966,-0.10883490221971936,-0.08136325485495222,-0.08302453819402145,,,0.1041583237779276,,,,,0.05,0.45,3.27,,,0.16199365318631173,0.0,0.16199365318631173,1.0,1.0,1.0,0,0,0
2020-04-20,0.538811981678009,-0.11229077161024226,-0.2089045186815841,-0.16676544685576666,,,0.09228150586479779,,,,,0.05,0.43,3.28,,,0.10741781764471366,0.0,0.10741781764471366,1.0,1.0,1.0,0,0,0
2020-04-21,0.5876590013504028,0.09065689207628735,-0.03181381189698773,-0.1493262837890248,-0.3820971095706842,,0.10045065588992252,-0.3952585431950736,,,,0.05,0.38,3.29,,,0.13662638879680397,0.0,0.13662638879680397,1.0,1.0,1.0,0,0,0
2020-04-22,0.6916009783744812,0.1768746446242231,0.2835664422692403,0.04672573534240687,-0.10970124746218402,,0.11798666863018957,-0.12866475794076693,,,,0.05,0.41,3.3,,,0.20911455159906103,0.0,0.20911455159906103,1.0,1.0,1.0,0,0,0
2020-04-23,0.6274570226669312,-0.09274705749883716,0.06772298429033685,-0.0787539397185325,-0.28900620160284896,,0.10683444058734422,-0.3041504869426618,,,,0.05,0.39,3.26,,,0.1509237281627736,0.0,0.1509237281627736,1.0,1.0,1.0,0,0,0
2020-04-24,0.6342419981956482,0.010813450616710574,-0.08293652260823559,0.04493310092553959,-0.18460281742594076,,0.10777852816038748,-0.20197091209289753,,,,0.05,0.38,3.25,,,0.15581298955117948,0.0,0.15581298955117948,1.0,1.0,1.0,0,0,0
2020-04-25,0.6433290243148804,0.01432737999861855,0.025295759031410903,0.19397683457479253,-0.028093806727065074,,0.10910894414286537,-0.04879556917230454,,,,0.05,0.38,3.25,,,0.16250311768125225,0.0,0.16250311768125225,1.0,1.0,1.0,0,0,0
2020-04-26,0.6355059742927551,-0.01216026283044902,0.001992892461714524,0.08141962061740404,-0.017235038350064236,,0.10757139514875248,-0.038168094355262916,,,,0.05,0.38,3.25,,,0.15656808561243818,0.0,0.15656808561243818,1.0,1.0,1.0,0,0,0
2020-04-27,0.5723720192909241,-0.09934439258748406,-0.11029660149333798,-0.1723955905380432,-0.17145516092407154,,0.09669533323197262,-0.18910330284609989,,,,0.05,0.43,3.24,,,0.10990083523031578,0.0,0.10990083523031578,1.0,1.0,1.0,0,0,0
2020-04-28,0.6612930297851562,0.15535527156689266,0.040577203890331814,0.05392561704769716,0.0008551961646796613,,0.11149901238031779,-0.020463184823624414,,,,0.05,0.42,3.25,,,0.16111487014515594,0.0,0.16111487014515594,1.0,1.0,1.0,0,0,0
2020-04-29,0.7458400130271912,0.12785101223507955,0.3030686125278552,0.17595494330086558,0.09505854390015833,,0.12550837600733952,0.07173361604563966,,,,0.05,0.43,3.24,,,0.22290130083805987,0.0,0.22290130083805987,1.0,1.0,1.0,0,0,0
2020-04-30,0.6910449862480164,-0.07346753435334552,0.044990579248243456,0.07417038580522872,0.13851776201114574,,0.11606019812992406,0.11426714563275842,,,,0.05,0.44,3.23,,,0.17376573785916197,0.0,0.17376573785916197,1.0,1.0,1.0,0,0,0
